Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-02-06 00:00:00-05:00,185.50154897397763,187.9337347140823,185.4122068995574,187.92381286621094,43490800,0.0,0.0
2024-02-07 00:00:00-05:00,189.2540584961332,189.66108145721643,187.23881768122482,188.0330047607422,53439000,0.0,0.0
2024-02-08 00:00:00-05:00,188.0131716874575,188.1620751580878,185.98800874758206,186.95095825195312,40962000,0.0,0.0
2024-02-09 00:00:00-05:00,187.5174970927484,188.8494643803939,186.8714052160575,187.71630859375,45155200,0.24,0.0
2024-02-12 00:00:00-05:00,187.28888476363343,187.537383976275,185.66866504371018,186.02650451660156,41781900,0.0,0.0
2024-02-13 00:00:00-05:00,184.6548126341336,185.09217370700773,182.4083698811328,183.92918395996094,56529500,0.0,0.0
2024-02-14 00:00:00-05:00,184.20751487981576,184.41624573755993,181.34479892181088,183.04452514648438,54630500,0.0,0.0
2024-02-15 00:00:00-05:00,182.4481499819002,183.38250957635185,180.2613596441227,182.75628662109375,65434500,0.0,0.0
2024-02-16 00:00:00-05:00,182.31889800876044,183.7403213725013,180.57940354414131,181.21556091308594,49701400,0.0,0.0
2024-02-20 00:00:00-05:00,180.69869255835386,181.33484997745663,178.91944475353475,180.47007751464844,53665600,0.0,0.0
2024-02-21 00:00:00-05:00,180.84778599399235,181.7920799507102,179.57547126273693,181.2255096435547,41529700,0.0,0.0
2024-02-22 00:00:00-05:00,182.37854224114136,183.84966853541172,181.36467634977905,183.26319885253906,52292200,0.0,0.0
2024-02-23 00:00:00-05:00,183.89935895257477,183.92917764586625,181.13604881484736,181.42431640625,45119700,0.0,0.0
2024-02-26 00:00:00-05:00,181.14598235368476,181.66284976948523,179.56551591408572,180.0724639892578,40867400,0.0,0.0
2024-02-27 00:00:00-05:00,180.0128468267154,182.8159102315647,178.482083088638,181.53366088867188,54318900,0.0,0.0
2024-02-28 00:00:00-05:00,181.4143703487687,182.02070906977036,179.0486680197237,180.33091735839844,48953900,0.0,0.0
2024-02-29 00:00:00-05:00,180.18181486443112,181.47401381447335,178.45225486971108,179.66493225097656,136682600,0.0,0.0
2024-03-01 00:00:00-05:00,178.47215692026748,179.44626969271965,176.31518534052842,178.5814971923828,73488000,0.0,0.0
2024-03-04 00:00:00-05:00,175.0925585764457,175.8380562970389,172.74672514229152,174.0488739013672,81510100,0.0,0.0
2024-03-05 00:00:00-05:00,169.73492763506007,171.00724262197713,168.60177162586237,169.09877014160156,95132400,0.0,0.0
2024-03-06 00:00:00-05:00,170.03309257401145,170.21201988746688,167.6673753032203,168.104736328125,68587700,0.0,0.0
2024-03-07 00:00:00-05:00,168.13455182641533,169.7050685827557,167.47852546870348,167.98545837402344,71765100,0.0,0.0
2024-03-08 00:00:00-05:00,167.98545271540405,172.65723446162582,167.92581533645617,169.70506286621094,76114600,0.0,0.0
2024-03-11 00:00:00-04:00,171.9018287593836,173.33318674250597,171.01717211248007,171.7129669189453,60139500,0.0,0.0
2024-03-12 00:00:00-04:00,172.1105571632911,172.98527928876703,169.9834044040384,172.19007873535156,59825400,0.0,0.0
2024-03-13 00:00:00-04:00,171.73284593382695,172.1503228051375,169.73490248954016,170.10269165039062,52488700,0.0,0.0
2024-03-14 00:00:00-04:00,171.87200022180366,173.26358975503445,171.0171623179081,171.96145629882812,72913500,0.0,0.0
2024-03-15 00:00:00-04:00,170.14244776104985,171.583740234375,169.26772563447943,171.583740234375,121664700,0.0,0.0
2024-03-18 00:00:00-04:00,174.51605499918875,176.6432079045962,172.4783581807999,172.67715454101562,75604200,0.0,0.0
2024-03-19 00:00:00-04:00,173.29340452493878,175.54978158656556,171.99127109820583,175.02296447753906,55215200,0.0,0.0
2024-03-20 00:00:00-04:00,174.66513949599232,177.59742736816406,174.0389165846836,177.59742736816406,53423100,0.0,0.0
2024-03-21 00:00:00-04:00,175.98715795881162,176.42451903095682,169.81443040365232,170.34124755859375,106181300,0.0,0.0
2024-03-22 00:00:00-04:00,170.7289059277682,172.0111704512642,169.0391141931604,171.24578857421875,71106600,0.0,0.0
2024-03-25 00:00:00-04:00,169.54605342761408,170.90782428626645,168.43276661931924,169.82437133789062,54288300,0.0,0.0
2024-03-26 00:00:00-04:00,168.97949086122557,170.39096478835648,168.56201393916072,168.6912384033203,57388400,0.0,0.0
2024-03-27 00:00:00-04:00,169.3870074763491,172.55785986634996,169.08880538680637,172.26959228515625,60273300,0.0,0.0
2024-03-28 00:00:00-04:00,170.71896018041463,171.1960744249358,169.4863986176142,170.45057678222656,65672700,0.0,0.0
2024-04-01 00:00:00-04:00,170.16233265286536,170.22197004043582,168.46259127116116,169.00929260253906,46240500,0.0,0.0
2024-04-02 00:00:00-04:00,168.06498070773253,168.32341441545842,167.2200773611407,167.826416015625,49329500,0.0,0.0
2024-04-03 00:00:00-04:00,167.7767233727702,169.6553768320082,167.56799252573734,168.63156127929688,47691700,0.0,0.0
2024-04-04 00:00:00-04:00,169.2677258236611,170.88794562795422,167.8065643310547,167.8065643310547,53704400,0.0,0.0
2024-04-05 00:00:00-04:00,168.57191570910442,169.3671161921521,167.93575835610383,168.56198120117188,42055200,0.0,0.0
2024-04-08 00:00:00-04:00,168.01528647300387,168.18426411757292,167.23003563445502,167.4387664794922,37425500,0.0,0.0
2024-04-09 00:00:00-04:00,167.68726532493085,169.05898582949538,167.33937552823474,168.6514434814453,42451200,0.0,0.0
2024-04-10 00:00:00-04:00,167.78667770328389,168.0749301271986,166.1068205360595,166.77279663085938,49709300,0.0,0.0
2024-04-11 00:00:00-04:00,167.3294357885208,174.4067040844594,167.1505236254001,173.9892120361328,91070300,0.0,0.0
2024-04-12 00:00:00-04:00,173.21389665591335,177.28929006742356,173.16420894399843,175.4901580810547,101593300,0.0,0.0
2024-04-15 00:00:00-04:00,174.30729011068368,175.56967037066977,171.46445848220424,171.6533203125,73531800,0.0,0.0
2024-04-16 00:00:00-04:00,170.71897282804144,172.71690119832985,167.25986775641732,168.3632049560547,73711200,0.0,0.0
2024-04-17 00:00:00-04:00,168.59180586766368,169.62555591523414,166.99147033691406,166.99147033691406,50901200,0.0,0.0
2024-04-18 00:00:00-04:00,167.02129381245496,167.62763251332663,165.55018268321453,166.0372314453125,43122900,0.0,0.0
2024-04-19 00:00:00-04:00,165.21221853676252,165.40106519259456,163.0950004513954,164.0094757080078,67772100,0.0,0.0
2024-04-22 00:00:00-04:00,164.52635030592455,166.25589498596477,163.7808527253039,164.84442138671875,48116400,0.0,0.0
2024-04-23 00:00:00-04:00,164.35737315952596,166.04716464714997,163.9299466584378,165.89805603027344,49537800,0.0,0.0
2024-04-24 00:00:00-04:00,165.540232667877,168.2836737462142,165.21222704669103,168.00535583496094,48251800,0.0,0.0
2024-04-25 00:00:00-04:00,168.51229295621184,169.58581142644354,167.14057238305094,168.87013244628906,50558300,0.0,0.0
2024-04-26 00:00:00-04:00,168.8601961624801,170.31142312512412,168.16438620722982,168.28367614746094,44838400,0.0,0.0
2024-04-29 00:00:00-04:00,172.32921062839307,174.97324560716834,172.06084242792699,172.45843505859375,68169400,0.0,0.0
2024-04-30 00:00:00-04:00,172.2894858404387,173.93952434742974,168.97947431756717,169.3074951171875,65934800,0.0,0.0
2024-05-01 00:00:00-04:00,168.56199406268553,171.6732091751753,168.0948143120181,168.28367614746094,50383100,0.0,0.0
2024-05-02 00:00:00-04:00,171.4743893691613,172.37893013348045,169.8641193422282,171.99127197265625,94214900,0.0,0.0
2024-05-03 00:00:00-04:00,185.52950301417593,185.87740797297917,181.56346535319665,182.27914428710938,163224100,0.0,0.0
2024-05-06 00:00:00-04:00,181.25534382134734,183.0942290168702,179.33692188523904,180.6191864013672,78569700,0.0,0.0
2024-05-07 00:00:00-04:00,182.3486922480331,183.7899844348637,180.23148958298134,181.30499267578125,77305800,0.0,0.0
2024-05-08 00:00:00-04:00,181.75233037266264,181.97101089337855,180.36072568018065,181.6429901123047,45057100,0.0,0.0
2024-05-09 00:00:00-04:00,181.46407733528633,183.55147695770702,181.0167817496789,183.46202087402344,48983000,0.0,0.0
2024-05-10 00:00:00-04:00,184.039301056681,184.22841905381327,181.28220609270682,182.1979217529297,50759500,0.25,0.0
2024-05-13 00:00:00-04:00,184.57680131825043,186.22907786103977,183.76061103045285,185.4128875732422,72044800,0.0,0.0
2024-05-14 00:00:00-04:00,186.63715506565202,187.42348620330452,185.42283282321628,186.55752563476562,52393600,0.0,0.0
2024-05-15 00:00:00-04:00,187.03528102253227,189.76251657943658,186.49778622190607,188.83685302734375,70400000,0.0,0.0
2024-05-16 00:00:00-04:00,189.58338637309936,190.21045865928463,188.7771592552961,188.95631408691406,52845200,0.0,0.0
2024-05-17 00:00:00-04:00,188.6278659115872,189.9218177264757,188.299400168655,188.98619079589844,41282900,0.0,0.0
2024-05-20 00:00:00-04:00,188.44867953467443,191.02661956084452,188.13016182957105,190.1507110595703,44361300,0.0,0.0
2024-05-21 00:00:00-04:00,190.20049107683238,191.83285642957057,190.03128423275254,191.4546356201172,42309400,0.0,0.0
2024-05-22 00:00:00-04:00,191.37501623979523,191.92245910983817,189.38432593982932,190.01138305664062,34648500,0.0,0.0
2024-05-23 00:00:00-04:00,190.09100720719516,190.11091836221462,185.76126503778056,186.01010131835938,51005900,0.0,0.0
2024-05-24 00:00:00-04:00,187.94106857836448,189.6928704821682,187.16468542966413,189.0956573486328,36294600,0.0,0.0
2024-05-28 00:00:00-04:00,190.61853495727325,192.10160462638697,188.21976480489596,189.10562133789062,52280100,0.0,0.0
2024-05-29 00:00:00-04:00,188.7273779696699,191.35508832801628,188.62783738828333,189.40420532226562,53068000,0.0,0.0
2024-05-30 00:00:00-04:00,189.8720349370489,191.2854232244703,189.7426503955058,190.39956665039062,49947900,0.0,0.0
2024-05-31 00:00:00-04:00,190.5488754083416,191.67362027294615,189.02599856414395,191.3551025390625,75158300,0.0,0.0
2024-06-03 00:00:00-04:00,192.0020557606219,194.0823384761381,191.62383496596826,193.12680053710938,50080500,0.0,0.0
2024-06-04 00:00:00-04:00,193.73397115741048,194.41081372828987,192.13146492648488,193.44532775878906,47471400,0.0,0.0
2024-06-05 00:00:00-04:00,194.49042328995185,195.9834409155792,193.96289161058436,194.95823669433594,54156800,0.0,0.0
2024-06-06 00:00:00-04:00,194.77908126144504,195.58530834672572,193.2661524862918,193.57470703125,41181800,0.0,0.0
2024-06-07 00:00:00-04:00,193.7439169991778,196.02326577578603,193.23629646745044,195.97349548339844,53103900,0.0,0.0
2024-06-10 00:00:00-04:00,195.98342648408087,196.3815736009198,191.25553768440525,192.2210235595703,97262100,0.0,0.0
2024-06-11 00:00:00-04:00,192.74855695795014,206.19567789204126,192.7286609927464,206.1857147216797,172373300,0.0,0.0
2024-06-12 00:00:00-04:00,206.40472171133436,219.1750019825869,205.9369082694312,212.0782012939453,198134300,0.0,0.0
2024-06-13 00:00:00-04:00,213.74042465409653,215.74106295368526,210.61504146610727,213.2427520751953,97862700,0.0,0.0
2024-06-14 00:00:00-04:00,212.8545395919822,214.16838712685717,210.31640674162668,211.50086975097656,70122700,0.0,0.0
2024-06-17 00:00:00-04:00,212.37678083551464,217.9308083607288,211.72981259041407,215.6614227294922,93728300,0.0,0.0
2024-06-18 00:00:00-04:00,216.5771221156608,217.61228945527094,212.008492058615,213.29248046875,79943300,0.0,0.0
2024-06-20 00:00:00-04:00,212.93416556238657,213.24273529474334,207.87782592387282,208.70394897460938,86172500,0.0,0.0
2024-06-21 00:00:00-04:00,209.41066477171813,210.9036824915187,206.14593390610847,206.524169921875,246421400,0.0,0.0
2024-06-24 00:00:00-04:00,206.75306897426384,211.70988292620214,205.62832424046638,207.17111206054688,80727000,0.0,0.0
2024-06-25 00:00:00-04:00,208.1764159984445,210.3960464470149,207.6389363414956,208.0968017578125,56713900,0.0,0.0
2024-06-26 00:00:00-04:00,210.51548557795786,213.8598456726642,209.65948819693895,212.25733947753906,66213200,0.0,0.0
2024-06-27 00:00:00-04:00,213.69065882378794,214.73577429887092,211.36155475092565,213.10340881347656,49772700,0.0,0.0
2024-06-28 00:00:00-04:00,214.76560832661605,215.0642148828325,209.3210696212814,209.6395721435547,82542700,0.0,0.0
2024-07-01 00:00:00-04:00,211.10273143743845,216.4974998735104,210.933524598722,215.7410430908203,60402900,0.0,0.0
2024-07-02 00:00:00-04:00,215.1438274713018,219.35414798734178,214.09872731420612,219.24465942382812,58046200,0.0,0.0
2024-07-03 00:00:00-04:00,218.97591935149836,220.51870727539062,218.01043340115498,220.51870727539062,37369800,0.0,0.0
2024-07-05 00:00:00-04:00,220.618221554563,225.3958807735831,220.618221554563,225.28639221191406,60412400,0.0,0.0
2024-07-08 00:00:00-04:00,226.03290864697604,226.78938062149984,222.21078721739227,226.759521484375,59085900,0.0,0.0
2024-07-09 00:00:00-04:00,226.86898500321237,228.33214340978847,225.3162491891544,227.61549377441406,48076100,0.0,0.0
2024-07-10 00:00:00-04:00,228.23262994836378,231.9950331368443,228.1828596567971,231.89549255371094,62627700,0.0,0.0
2024-07-11 00:00:00-04:00,230.3128913597033,231.30823641336684,224.71905701819728,226.51068115234375,64710600,0.0,0.0
2024-07-12 00:00:00-04:00,227.8544036714271,231.55708874298097,227.6155153743793,229.46685791015625,53046500,0.0,0.0
2024-07-15 00:00:00-04:00,235.37920328245679,236.12571210202407,232.00498402552307,233.3088836669922,62631300,0.0,0.0
2024-07-16 00:00:00-04:00,233.90609879782943,235.17019132901206,231.2485291999769,233.72694396972656,43234300,0.0,0.0
2024-07-17 00:00:00-04:00,228.38192926123955,230.38258262455565,225.58501197125685,227.81459045410156,57345900,0.0,0.0
2024-07-18 00:00:00-04:00,229.20805491946456,229.3673137711516,221.2353466054131,223.13644409179688,66034600,0.0,0.0
2024-07-19 00:00:00-04:00,223.77348959602472,225.74426861436035,222.24064965794977,223.26585388183594,49151500,0.0,0.0
2024-07-22 00:00:00-04:00,225.95328613844396,226.7197061195605,222.0515351611177,222.91749572753906,48201800,0.0,0.0
2024-07-23 00:00:00-04:00,223.32556522126958,225.88360930378687,221.64342964759248,223.96258544921875,39960300,0.0,0.0
2024-07-24 00:00:00-04:00,222.9572802069956,223.75355924528677,216.11926491073012,217.52268981933594,61777600,0.0,0.0
2024-07-25 00:00:00-04:00,217.91088420998827,219.8219600686179,213.62094948036474,216.47760009765625,51391200,0.0,0.0
2024-07-26 00:00:00-04:00,217.6819649471348,218.46829606182757,215.0044842643322,216.94541931152344,41601300,0.0,0.0
2024-07-29 00:00:00-04:00,215.95008057489312,218.27918447457574,214.74570631572197,217.22412109375,36311800,0.0,0.0
2024-07-30 00:00:00-04:00,218.16969337819762,219.30438617677734,215.11397665237357,217.78150939941406,41643800,0.0,0.0
2024-07-31 00:00:00-04:00,220.40921389598267,222.77814001369308,219.60298682237814,221.04623413085938,50036300,0.0,0.0
2024-08-01 00:00:00-04:00,223.3255700813178,223.43505864730554,216.0097928775357,217.3435516357422,62501000,0.0,0.0
2024-08-02 00:00:00-04:00,218.1298614428512,224.54984915998065,216.69657732981517,218.83656311035156,105568600,0.0,0.0
2024-08-05 00:00:00-04:00,198.16324716744046,212.506173331003,195.0876345333798,208.29586791992188,119548600,0.0,0.0
2024-08-06 00:00:00-04:00,204.3443568031922,209.0125278604179,200.13405118519225,206.26536560058594,69660500,0.0,0.0
2024-08-07 00:00:00-04:00,205.93688655864335,212.64551772150753,205.42926604632788,208.8433074951172,63516400,0.0,0.0
2024-08-08 00:00:00-04:00,212.1179811495676,213.20290359333654,207.85790561211314,212.31704711914062,47161100,0.0,0.0
2024-08-09 00:00:00-04:00,211.11270086651854,215.77090862412464,210.98330114399806,215.23342895507812,42201600,0.0,0.0
2024-08-12 00:00:00-04:00,215.31314332730477,218.7410807003227,214.84478845727688,216.7680206298828,38028100,0.25,0.0
2024-08-13 00:00:00-04:00,218.2428558389481,221.11277276612057,218.2428558389481,220.4949493408203,44155300,0.0,0.0
2024-08-14 00:00:00-04:00,219.7973785028084,222.24875291914373,218.9304156630747,220.94334411621094,41960600,0.0,0.0
2024-08-15 00:00:00-04:00,223.81327127421198,224.56064415441705,221.97970491871703,223.93284606933594,46414000,0.0,0.0
2024-08-16 00:00:00-04:00,223.1356500786779,226.03546056539557,222.86659157853387,225.25819396972656,44340200,0.0,0.0
2024-08-19 00:00:00-04:00,224.92935218120843,225.19841068626937,222.25873174304007,225.0987548828125,40687800,0.0,0.0
2024-08-20 00:00:00-04:00,224.9791698204466,226.3742597731608,224.66028342820331,225.71656799316406,30299000,0.0,0.0
2024-08-21 00:00:00-04:00,225.7265541171402,227.18143154067607,224.26170199000447,225.60696411132812,34765500,0.0,0.0
2024-08-22 00:00:00-04:00,226.9920749311584,227.54015139464096,223.11570169720306,223.74349975585938,43695300,0.0,0.0
2024-08-23 00:00:00-04:00,224.86956599566977,227.42059644239848,223.5442228703079,226.04542541503906,38677300,0.0,0.0
2024-08-26 00:00:00-04:00,225.96568932825608,226.48387210620078,223.10574735994538,226.38421630859375,30602200,0.0,0.0
2024-08-27 00:00:00-04:00,225.20835892301574,228.04838192077386,224.1022464634546,227.2312469482422,35934600,0.0,0.0
2024-08-28 00:00:00-04:00,227.12163896438045,229.05484595642545,224.88947977262964,225.6966552734375,38052200,0.0,0.0
2024-08-29 00:00:00-04:00,229.29401907737392,232.10413336375854,228.07829123837303,228.98509216308594,51906300,0.0,0.0
2024-08-30 00:00:00-04:00,229.38367949051207,229.5929353752877,226.68316554604098,228.19784545898438,52990800,0.0,0.0
2024-09-03 00:00:00-04:00,227.74943764667495,228.1978583447122,220.39528345963856,221.98968505859375,50190600,0.0,0.0
2024-09-04 00:00:00-04:00,220.88357632692316,221.00315112701452,216.71821006143196,220.076416015625,43840200,0.0,0.0
2024-09-05 00:00:00-04:00,220.85368603716802,224.69019125096705,220.7440707336114,221.60105895996094,36615400,0.0,0.0
2024-09-06 00:00:00-04:00,223.16553454066073,224.4510243839852,219.00018373655976,220.0465087890625,48423000,0.0,0.0
2024-09-09 00:00:00-04:00,220.04653410508755,220.49495483479603,215.950929723779,220.13621520996094,67180000,0.0,0.0
2024-09-10 00:00:00-04:00,218.15315521125123,220.70418549359823,215.97082401031443,219.3389892578125,51591000,0.0,0.0
2024-09-11 00:00:00-04:00,220.6842723421212,222.3085524071335,217.126770108234,221.88006591796875,44587100,0.0,0.0
2024-09-12 00:00:00-04:00,221.7206265576352,222.76695165661573,219.0500213655269,221.98968505859375,37498200,0.0,0.0
2024-09-13 00:00:00-04:00,222.79683029802118,223.2552104631355,221.1326819144566,221.72061157226562,36766600,0.0,0.0
2024-09-16 00:00:00-04:00,215.78148650258865,216.45911247240775,213.17066883128115,215.56227111816406,59357400,0.0,0.0
2024-09-17 00:00:00-04:00,214.99427397716522,216.14023969143096,213.74865245933694,216.03062438964844,45519300,0.0,0.0
2024-09-18 00:00:00-04:00,216.78794613986932,221.92987480128497,216.77797143749862,219.9169464111328,59894900,0.0,0.0
2024-09-19 00:00:00-04:00,224.20191472936153,229.01499812075548,223.84317512238368,228.0683135986328,66781300,0.0,0.0
2024-09-20 00:00:00-04:00,229.16446964119802,232.27353613908102,226.82269506404828,227.40066528320312,318679900,0.0,0.0
2024-09-23 00:00:00-04:00,226.54365969576136,228.64626930220686,225.01902026418153,225.6767120361328,54146000,0.0,0.0
2024-09-24 00:00:00-04:00,227.8490778167103,228.5466380182851,224.93930782860403,226.5735626220703,43556100,0.0,0.0
2024-09-25 00:00:00-04:00,224.1420985437932,226.49383244586693,223.2352976856936,225.57705688476562,42308700,0.0,0.0
2024-09-26 00:00:00-04:00,226.50382237250227,227.6996160019036,224.62044322472642,226.72305297851562,36636700,0.0,0.0
2024-09-27 00:00:00-04:00,227.6597471643239,228.71603171782343,226.50380681299467,226.99208068847656,34026000,0.0,0.0
2024-09-30 00:00:00-04:00,229.234199611622,232.183837890625,228.84556632808733,232.183837890625,54541900,0.0,0.0
2024-10-01 00:00:00-04:00,228.71603627902877,228.84557057238277,222.9562838134916,225.41763305664062,63285000,0.0,0.0
2024-10-02 00:00:00-04:00,225.09874435066007,226.57355589970402,222.2388023482828,225.98562622070312,32880600,0.0,0.0
2024-10-03 00:00:00-04:00,224.35137431302277,226.01552277761738,222.53775735368686,224.8795166015625,34044200,0.0,0.0
2024-10-04 00:00:00-04:00,227.1017072618697,227.20136306464835,223.3449237414969,226.0055694580078,37245100,0.0,0.0
2024-10-07 00:00:00-04:00,223.71363756752507,224.89947175407843,220.5547430398763,220.91348266601562,39505400,0.0,0.0
2024-10-08 00:00:00-04:00,223.51431968732726,225.1884276449642,222.46799461113406,224.9791717529297,31855700,0.0,0.0
2024-10-09 00:00:00-04:00,224.4410763624789,228.9452482903661,224.04248353573135,228.73597717285156,33591100,0.0,0.0
2024-10-10 00:00:00-04:00,226.98212047614993,228.6960967971132,226.3742566041183,228.23770141601562,28183500,0.0,0.0
2024-10-11 00:00:00-04:00,228.4968150773993,228.60643037956845,226.54367384020586,226.75294494628906,31759200,0.0,0.0
2024-10-14 00:00:00-04:00,227.89890830734765,230.91829362955485,227.79926770980506,230.48980712890625,39882100,0.0,0.0
2024-10-15 00:00:00-04:00,232.79170373632726,236.65811760908664,231.5560417756155,233.03086853027344,64751400,0.0,0.0
2024-10-16 00:00:00-04:00,230.7887621886474,231.30692979509985,229.0349173503749,230.96812438964844,34082200,0.0,0.0
2024-10-17 00:00:00-04:00,232.6123377292532,233.0308799404877,229.71254238803704,231.33682250976562,32993800,0.0,0.0
2024-10-18 00:00:00-04:00,235.35270879965356,235.35270879965356,233.1903116322836,234.17684936523438,46431500,0.0,0.0
2024-10-21 00:00:00-04:00,233.62876897482323,236.02037141360947,233.62876897482323,235.6516571044922,36254500,0.0,0.0
2024-10-22 00:00:00-04:00,233.07072804715946,235.3925683333293,231.7852533575211,235.03382873535156,38846600,0.0,0.0
2024-10-23 00:00:00-04:00,233.26006870913344,234.31635331873264,226.96219904424217,229.95169067382812,52287000,0.0,0.0
2024-10-24 00:00:00-04:00,229.17441473320775,230.0114839114603,227.60992208421712,229.76235961914062,31109500,0.0,0.0
2024-10-25 00:00:00-04:00,228.935262581316,232.40306843409212,228.76585988907573,230.5994110107422,38802300,0.0,0.0
2024-10-28 00:00:00-04:00,232.50273684103132,233.9077863541258,231.73542973016842,232.5824432373047,36087100,0.0,0.0
2024-10-29 00:00:00-04:00,232.28350596136286,233.50919327337175,231.50623935322642,232.85150146484375,35417200,0.0,0.0
2024-10-30 00:00:00-04:00,231.79520878623467,232.65219696606212,228.74592985962587,229.29400634765625,47070900,0.0,0.0
2024-10-31 00:00:00-04:00,228.53666090957242,229.02495000446748,224.5805658660821,225.11868286132812,64370100,0.0,0.0
2024-11-01 00:00:00-04:00,220.1959891516409,224.56065178607977,219.49844414747824,222.1291961669922,65276700,0.0,0.0
2024-11-04 00:00:00-05:00,220.21591416091667,222.0095968952219,218.94039900502227,221.23233032226562,44944500,0.0,0.0
2024-11-05 00:00:00-05:00,221.02308305755813,223.1655459656629,220.36539125313263,222.66729736328125,28111300,0.0,0.0
2024-11-06 00:00:00-05:00,221.83023455712816,225.27812143912794,220.41521040716108,221.93984985351562,54561100,0.0,0.0
2024-11-07 00:00:00-05:00,223.8431738287627,227.081789771112,223.7833864288354,226.6831817626953,42137700,0.0,0.0
2024-11-08 00:00:00-05:00,226.6233197345054,228.10973956989392,225.8651541338214,226.41383361816406,38328800,0.25,0.0
2024-11-11 00:00:00-05:00,224.4585504714927,225.15686291743452,220.96697301971395,223.69039916992188,42005600,0.0,0.0
2024-11-12 00:00:00-05:00,224.00963641496367,225.04712701721013,222.82249764582772,223.69039916992188,40398300,0.0,0.0
2024-11-13 00:00:00-05:00,223.47093284409854,226.10457929193407,222.2239408664857,224.57826232910156,48566200,0.0,0.0
2024-11-14 00:00:00-05:00,224.47851048945301,228.3192366196321,224.45855435577516,227.67080688476562,44923900,0.0,0.0
2024-11-15 00:00:00-05:00,225.8551667084814,226.3739196007606,223.73030286311794,224.4585418701172,47923700,0.0,0.0
2024-11-18 00:00:00-05:00,224.70794459457642,229.18714506333228,224.62813528483125,227.47128295898438,44686000,0.0,0.0
2024-11-19 00:00:00-05:00,226.43377721041003,229.60613257977118,226.11455519341968,227.73065185546875,36211800,0.0,0.0
2024-11-20 00:00:00-05:00,227.51117324017346,229.37666823104936,225.34639715216647,228.44891357421875,35169600,0.0,0.0
2024-11-21 00:00:00-05:00,228.3292117939797,229.60613029336434,225.16684213362325,227.97007751464844,42108300,0.0,0.0
2024-11-22 00:00:00-05:00,227.51117639639193,230.16477882059493,227.51117639639193,229.3168182373047,38168300,0.0,0.0
2024-11-25 00:00:00-05:00,230.9030055193102,232.68869124314412,229.1871434272115,232.30960083007812,90152800,0.0,0.0
2024-11-26 00:00:00-05:00,232.76849125195545,235.00310615337486,232.76849125195545,234.49432373046875,45986200,0.0,0.0
2024-11-27 00:00:00-05:00,233.90577001446655,235.12283541072824,233.24735459247512,234.36465454101562,33498400,0.0,0.0
2024-11-29 00:00:00-05:00,234.24494059041535,237.2377212602243,233.40696565616557,236.75888061523438,28481400,0.0,0.0
2024-12-02 00:00:00-05:00,236.69901868412032,240.21053691361496,236.58928278806928,239.013427734375,48137100,0.0,0.0
2024-12-03 00:00:00-05:00,239.232908507596,242.1758064568113,238.32509471728144,242.06607055664062,38861000,0.0,0.0
2024-12-04 00:00:00-05:00,242.28553892887177,243.5225604021956,240.66944226019712,242.42520141601562,44383900,0.0,0.0
2024-12-05 00:00:00-05:00,243.40284992887905,243.95151419061432,241.54732536132988,242.4551239013672,40033900,0.0,0.0
2024-12-06 00:00:00-05:00,242.32543882662802,244.04130085085734,241.49743440151175,242.25559997558594,36870600,0.0,0.0
2024-12-09 00:00:00-05:00,241.24804586880077,246.64503053466012,241.16823655952678,246.1562042236328,44649200,0.0,0.0
2024-12-10 00:00:00-05:00,246.2958646584201,247.612695417372,244.7495916510093,247.1737518310547,36914800,0.0,0.0
2024-12-11 00:00:00-05:00,247.36328368802742,250.196445491468,245.6673626102133,245.89682006835938,45205800,0.0,0.0
2024-12-12 00:00:00-05:00,246.2958641332418,248.1414182384854,245.08876927344312,247.36329650878906,32777500,0.0,0.0
2024-12-13 00:00:00-05:00,247.223631137632,248.69007959411312,245.647431564018,247.5328826904297,33155300,0.0,0.0
2024-12-16 00:00:00-05:00,247.3932192907539,250.7750606707362,247.05402592958802,250.4358673095703,51694800,0.0,0.0
2024-12-17 00:00:00-05:00,249.47818331943677,253.21915892963332,249.1789022262073,252.8699951171875,51356400,0.0,0.0
2024-12-18 00:00:00-05:00,251.55318925842403,253.66808268004456,247.14382766353577,247.4530792236328,56774100,0.0,0.0
2024-12-19 00:00:00-05:00,246.90440599607692,251.3935770141874,246.49538898335234,249.1888885498047,60882300,0.0,0.0
2024-12-20 00:00:00-05:00,247.44310326755718,254.3863612366688,245.09876750312787,253.87759399414062,147495300,0.0,0.0
2024-12-23 00:00:00-05:00,254.15691915529422,255.03479114956258,252.8400883307868,254.6557159423828,40858800,0.0,0.0
2024-12-24 00:00:00-05:00,254.87518901917565,257.58862955018265,254.67565812568793,257.57867431640625,23234700,0.0,0.0
2024-12-26 00:00:00-05:00,257.56867823862046,259.47408555117545,257.0100282923795,258.39666748046875,27237100,0.0,0.0
2024-12-27 00:00:00-05:00,257.20952960207876,258.0774615569102,252.4510193654514,254.9749298095703,42355300,0.0,0.0
2024-12-30 00:00:00-05:00,251.62302046123375,252.8899685500744,250.14658624824915,251.5930938720703,35557500,0.0,0.0
2024-12-31 00:00:00-05:00,251.8325261089863,252.670501064015,248.82975968702823,249.8173828125,39480700,0.0,0.0
2025-01-02 00:00:00-05:00,248.3309608077005,248.5005651105234,241.23808511721737,243.26319885253906,55740700,0.0,0.0
